COLUMN_NAMES,IMPORT_INTO_DATABASE,id,last_updated,name,audio_file,audio_type,description,duration,credit,date_created_or_captured,image_file,image_desc,location,url,last_invoked,active
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO6232015GreenMountainTrail.mp3,song,Audubon's Warbler song recorded on the Green Mountain Trail in Rocky Mountain National Park.,53,J. Job,2015-06-23,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO5262016BlackCanyonTrail.mp3,song,Audubon's Warbler song recorded on the Black Canyon Trail in Rocky Mountain National Park.,168,J. Job,2016-05-26,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO682016BigMeadows.mp3,song,Audubon's Warbler song recorded in Big Meadows in Rocky Mountain National Park. Note that a Ruby-crowned Kinglet can be heard singing in the background.,70,J. Job,2016-06-08,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO6102015FernLakeTrail.mp3,song,Audubon's Warbler song recorded on the Fern Lake Trail of Rocky Mountain National Park.,76,J. Job,2015-06-10,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO612016FinchLakeTrail.mp3,song,Audubon's Warbler song recorded on the Finch Lake Trail of Rocky Mountain National Park.,23,J. Job,2016-06-01,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO6222015GemLakeTrail.mp3,song,Audubon's Warbler song recorded on the Gem Lake Trail in Rocky Mountain National Park. The buzz of a hummingbird flying by can be heard in the background.,170,J. Job,2015-06-22,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWA2ROMO6222015GemLakeTrail.mp3,song,Audubon's Warbler song recorded on the Gem Lake Trail in Rocky Mountain National Park. Note that the song of an American Robin can be heard in the background.,101,J. Job,2015-06-22,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,Yellow-rumped Warbler (Audubon's Warbler subspecies),romo-AUWAROMO5232017MorainePark.mp3,song,Audubon's Warbler song recorded in Moraine Park in Rocky Mountain National Park.,152,J. Job,2017-05-23,bird_AudubonsWarbler_20170521_RachelAmes_600x400.jpg,Male Yellow-rumped Warbler (Audubon's Warbler subspecies) NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-audubonswarbler.htm,,
DATA_ROW,TRUE,,,"Barn Swallow",romo-BASW2ROMO5302017CubLakeTrailhead.mp3,song,Barn Swallow song recorded at the Cub Lake Trailhead area in Rocky Mountain National Park.,11,J. Job,2017-05-30,bird_BarnSwallow_20170702_RachelAmes_600x400_1.jpg,Barn Swallow on nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-barnswallow.htm,,
DATA_ROW,TRUE,,,"Barn Swallow",romo-BASWROMO5302017CubLakeTrailhead.mp3,song,Barn Swallow song recorded at the Cub Lake Trailhead area of Rocky Mountain National Park.,17,J. Job,2017-05-30,bird_BarnSwallow_20170702_RachelAmes_600x400_1.jpg,Barn Swallow on nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-barnswallow.htm,,
DATA_ROW,TRUE,,,Belted Kingfisher,romo-BEKI4ROMO5302017BeaverPonds.mp3,call,Belted Kingfisher rattle call recorded at the Beaver Ponds in Rocky Mountain National Park.,15,J. Job,2017-05-30,bird_BeltedKingfisher_20180819_RachelAmes_600x400.jpg,Female Belted Kingfisher perched on a branch along the shore of Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-beltedkingfisher.htm,,
DATA_ROW,TRUE,,,Belted Kingfisher,romo-BEKIROMO5302017BeaverPonds.mp3,call,Belted Kingfisher rattle call recorded at the Beaver Ponds in Rocky Mountain National Park.,41,J. Job,2017-05-30,bird_BeltedKingfisher_20180819_RachelAmes_600x400.jpg,Female Belted Kingfisher perched on a branch along the shore of Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-beltedkingfisher.htm,,
DATA_ROW,TRUE,,,Belted Kingfisher,romo-BEKI2ROMO5302017BeaverPonds.mp3,call,Belted Kingfisher rattle call recorded at the Beaver Ponds in Rocky Mountain National Park.,14,J. Job,2017-05-30,bird_BeltedKingfisher_20180819_RachelAmes_600x400.jpg,Female Belted Kingfisher perched on a branch along the shore of Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-beltedkingfisher.htm,,
DATA_ROW,TRUE,,,"Black-billed Magpie",romo-BBMAROMO6242015MorainePark.mp3,call,Black-billed Magpie call recorded in Moraine Park in Rocky Mountain National Park.,7,J. Job,2015-06-24,bird_Black-billedMagpie_20180613_RachelAmes_600x400.jpg,Black-billed Magpie standing on a bench at Sheep Lakes.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-blackbilledmagpie.htm,,
DATA_ROW,TRUE,,,"Black-billed Magpie",romo-BBMA2ROMO6242015MorainePark.mp3,call,"Black-billed Magpie call recorded in Moraine Park in Rocky Mountain National Park. A hummingbird can be heard flying by, and a House Wren, Ruby-crowned Kinglet and American Crow can be heard in the background.",83,J. Job,2015-06-24,bird_Black-billedMagpie_20180613_RachelAmes_600x400.jpg,Black-billed Magpie standing on a bench at Sheep Lakes.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-blackbilledmagpie.htm,,
DATA_ROW,TRUE,,,"Black-headed Grosbeak",romo-BHGR3ROMO5312017AlluvialFan.mp3,song,Black-headed Grosbeak song recorded in the Alluvial Fan area of Rocky Mountain National Park.,117,J. Job,2017-05-31,bird_Black-headedGrosbeak_2017-2018_RachelAmes_600x400.jpg,Left: male Black-headed Grosbeak. Right: juvenile Black-headed Grosbeak.  NPS Photos / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-black-headedgrosbeak.htm,,
DATA_ROW,TRUE,,,"Black-headed Grosbeak",romo-BHGR2ROMO5312017AlluvialFan.mp3,song,Black-headed Grosbeak song recorded in the Alluvial Fan area of Rocky Mountain National Park.,77,J. Job,2017-05-31,bird_Black-headedGrosbeak_2017-2018_RachelAmes_600x400.jpg,Left: male Black-headed Grosbeak. Right: juvenile Black-headed Grosbeak.  NPS Photos / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-black-headedgrosbeak.htm,,
DATA_ROW,TRUE,,,"Brewer's Blackbird",romo-BRBL3ROMO5232017MorainePark.mp3,song,Brewer's Blackbird song recorded in Moraine Park in Rocky Mountain National Park.,23,J. Job,2017-05-23,bird_BrewersBlackbird_20180513_RachelAmes.jpg,Left: female Brewer's Blackbird in a puddle of water. Right: male Brewer's Blackbird on a twig.  Both birds were in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewersblackbird.htm,,
DATA_ROW,TRUE,,,"Brewer's Blackbird",romo-BRBLROMO6222015MorainePark.mp3,call,Brewer's Blackbird call recorded in Moraine Park in Rocky Mountain National Park.,99,J. Job,2015-06-22,bird_BrewersBlackbird_20180513_RachelAmes.jpg,Left: female Brewer's Blackbird in a puddle of water. Right: male Brewer's Blackbird on a twig.  Both birds were in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewersblackbird.htm,,
DATA_ROW,TRUE,,,"Brewer's Blackbird",romo-BRBL2ROMO5232017MorainePark.mp3,song,Brewer's Blackbird song recorded in Moraine Park in Rocky Mountain National Park.,22,J. Job,2017-05-23,bird_BrewersBlackbird_20180513_RachelAmes.jpg,Left: female Brewer's Blackbird in a puddle of water. Right: male Brewer's Blackbird on a twig.  Both birds were in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewersblackbird.htm,,
DATA_ROW,TRUE,,,"Brewer's Blackbird",romo-BRBLROMO5182016MorainePark.mp3,song and call,Brewer's Blackbird song and call recorded in Moraine Park in Rocky Mountain National Park. A Red-winged Blackbird can also be heard in the recording.,158,J. Job,2016-05-18,bird_BrewersBlackbird_20180513_RachelAmes.jpg,Left: female Brewer's Blackbird in a puddle of water. Right: male Brewer's Blackbird on a twig.  Both birds were in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewersblackbird.htm,,
DATA_ROW,TRUE,,,"Brewer's Blackbird",romo-BRBL2ROMO5292017MorainePark.mp3,song,Brewer's Blackbird song recorded in Moraine Park in Rocky Mountain National Park. Note that an American Robin and the buzz of a hummingbird flying by can also be heard in the recording.,285,J. Job,2017-05-29,bird_BrewersBlackbird_20180513_RachelAmes.jpg,Left: female Brewer's Blackbird in a puddle of water. Right: male Brewer's Blackbird on a twig.  Both birds were in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewersblackbird.htm,,
DATA_ROW,TRUE,,,"Brewer's Sparrow",romo-BRSPROMO6242015UpperBeaverMeadows.mp3,song,Brewer's Sparrow song recorded in Upper Beaver Meadows in Rocky Mountain National Park. Note that a Western Wood-pewee can also be heard in the recording.,97,J. Job,2015-06-24,bird_BrewersSparrow_20180513_RachelAmes_600x400.jpg,Brewer's Sparrow in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewerssparrow.htm,,
DATA_ROW,TRUE,,,"Brewer's Sparrow",romo-BRSPROMO5302017BeaverPonds.mp3,song,Brewer's Sparrow song recorded at the Beaver Ponds in Rocky Mountain National Park. Note that the a Red-breasted Nuthatch is the first bird in the recording.,38,J. Job,2017-05-30,bird_BrewersSparrow_20180513_RachelAmes_600x400.jpg,Brewer's Sparrow in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-brewerssparrow.htm,,
DATA_ROW,TRUE,,,"Broad-tailed Hummingbird",romo-BTAHROMO5252016CowCreekTrail.mp3,call,Broad-tailed Hummingbird call recorded on the Cow Creek Trail of Rocky Mountain National Park. Note that the buzz of a hummingbird can also be heard in the background.,15,J. Job,2016-05-25,bird_Broad-tailedHummingbird_2019_RachelAmes_600x400.jpg,Left: male Broad-tailed Hummingbird perched on a branch. Right: female Broad-tailed Hummingbird on a nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-broadtailedhummingbird.htm,,
DATA_ROW,TRUE,,,"Broad-tailed Hummingbird",romo-BTAHROMO6222015CowCreekTrail.mp3,buzz,The buzz of a Broad-tailed Hummingbird in flight recorded on the Cow Creek Trail in Rocky Mountain National Park.,15,J. Job,2015-06-22,bird_Broad-tailedHummingbird_2019_RachelAmes_600x400.jpg,Left: male Broad-tailed Hummingbird perched on a branch. Right: female Broad-tailed Hummingbird on a nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-broadtailedhummingbird.htm,,
DATA_ROW,TRUE,,,"Broad-tailed Hummingbird",romo-BTAHROMO5192016AlluvialFan.mp3,call,Broad-tailed Hummingbird call recorded in the Alluvial Fan area of Rocky Mountain National Park. Note that a Steller's Jay can also be heard in the recording.,48,J. Job,2016-05-19,bird_Broad-tailedHummingbird_2019_RachelAmes_600x400.jpg,Left: male Broad-tailed Hummingbird perched on a branch. Right: female Broad-tailed Hummingbird on a nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-broadtailedhummingbird.htm,,
DATA_ROW,TRUE,,,"Broad-tailed Hummingbird",romo-BTAHROMO6102015FernLakeTrail.mp3,call,Broad-tailed Hummingbird call recorded on the Fern Lake Trail in Rocky Mountain National Park.,10,J. Job,2015-06-10,bird_Broad-tailedHummingbird_2019_RachelAmes_600x400.jpg,Left: male Broad-tailed Hummingbird perched on a branch. Right: female Broad-tailed Hummingbird on a nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-broadtailedhummingbird.htm,,
DATA_ROW,TRUE,,,"Broad-tailed Hummingbird",romo-BTAHROMO612016WildBasinMoraine.mp3,call and buzz,Broad-tailed Hummingbird call and wing buzz sounds recorded in the Wild Basin Moraine in Rocky Mountain National Park. Note that Western Chorus Frogs can also be heard in the recording.,45,J. Job,2016-06-01,bird_Broad-tailedHummingbird_2019_RachelAmes_600x400.jpg,Left: male Broad-tailed Hummingbird perched on a branch. Right: female Broad-tailed Hummingbird on a nest.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-broadtailedhummingbird.htm,,
DATA_ROW,TRUE,,,"Brown Creeper",romo-BRCRROMO5192016UpperBeaverMeadows.mp3,song,"Brown Creeper song recorded in Upper Beaver Meadows in Rocky Mountain National Park. Note that a Pine Siskin, a Northern Flicker and Pgymy Nuthatches can also be heard in the recording.",82,J. Job,2016-05-19,bird_BrownCreeper_20180420_RachelAmes_600x500.jpg,A Brown Creeper climbs up a tree at Sprague Lake in Rocky Mountain National Park.  NPS / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-browncreeper.htm,,
DATA_ROW,TRUE,,,"Cassin's Finch",romo-CAFIROMO06292015MorainePark.mp3,song,Cassin's Finch song recorded in Moraine Park in Rocky Mountain National Park. Note that the buzz of a hummingbird flying by can also be heard in the background.,281,J. Job,2015-06-20,bird_CassinsFinch_20131229_AnnSchonlau_600x400.jpg,Cassin's Finch on a snow-covered Spruce tree.  NPS Photo / Ann Schonlau,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-cassinsfinch.htm,,
DATA_ROW,TRUE,,,"Cassin's Finch",romo-CAFI5ROMO662017HollowellPark.mp3,song,Cassin's Finch song recorded at Hollowell Park in Rocky Mountain National Park. Note that another Cassin's Finch and an American Robin can also be heard in the recording.,225,J. Job,2017-06-06,bird_CassinsFinch_20131229_AnnSchonlau_600x400.jpg,Cassin's Finch on a snow-covered Spruce tree.  NPS Photo / Ann Schonlau,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-cassinsfinch.htm,,
DATA_ROW,TRUE,,,Chipping Sparrow,romo-CHSPROMO6152015CowCreekTrail.mp3,song,"Chipping Sparrow song recorded on the Cow Creek Trail in Rocky Mountain National Park. Note that House Wren, Pine Siskin, American Robin and Warbling Vireo songs, and the buzz of a hummingbird flying by can be heard in the background.",148,J. Job,2015-06-15,bird_ChippingSparrow_20180513_RachelAmes_600x400.jpg,Male Chipping Sparrow sings from a dead branch in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-chippingsparrow.htm,,
DATA_ROW,TRUE,,,Chipping Sparrow,romo-CHSPROMO5192016Horseshoe.mp3,song,"Chipping Sparrow song recorded in Horseshoe Park in Rocky Mountain National Park. Note that sounds from the Wild Turkey, American Crow, Violet-green Swallow, Red-breasted Nuthatch, Hermit Thrush and the Common Raven can be heard in the background. A car can also be heard in the recording.",74,J. Job,2016-05-19,bird_ChippingSparrow_20180513_RachelAmes_600x400.jpg,Male Chipping Sparrow sings from a dead branch in Moraine Park.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-chippingsparrow.htm,,
DATA_ROW,TRUE,,,"Clark's Nutcracker",romo-CLNUROMO5252016GemLakeTrail2.mp3,call,Clark's Nutcracker call recorded in the Twin Owls area of Rocky Mountain National Park. Note that a Wild Turkey call and other bird sounds can be heard in the recording.,68,J. Job,2016-05-25,bird_ClarksNutcracker_20150918RachelAmes_600x424.jpg,Clark's Nutcracker on a rock along Trail Ridge Road.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-clarksnutcracker.htm,,
DATA_ROW,TRUE,,,"Clark's Nutcracker",romo-CLNUROMO5252016GemLakeTrail.mp3,call,"Clark's Nutcracker call recorded on the Gem Lake Trail in Rocky Mountain National Park. Note that songs and calls from the House Wren, Mountain Chickadee, Pine Squirrel, Pygmy Nuthatch and Green-tailed Towhee can also be heard in this recording.",83,J. Job,2016-05-25,bird_ClarksNutcracker_20150918RachelAmes_600x424.jpg,Clark's Nutcracker on a rock along Trail Ridge Road.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-clarksnutcracker.htm,,
DATA_ROW,TRUE,,,Common Raven,romo-CORAROMO5312016PineridgeCampsite1.mp3,call,Common Raven call recorded in the Pine Ridge Campsite area in Rocky Mountain National Park.,60,J. Job,2016-05-31,bird_CommonRaven_20170211_RachelAmes_600x438.jpg,Common Raven in the snow at Hidden Valley.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-commonraven.htm,,
DATA_ROW,TRUE,,,Common Raven,romo-CORAROMO6242015MoraineParkCampground.mp3,call,Common Raven call recorded in the Moraine Park Campground area in Rocky Mountain National Park. Note that another bird and the buzz of a hummingbird flying by can also be heard in the background.,70,J. Job,2015-06-24,bird_CommonRaven_20170211_RachelAmes_600x438.jpg,Common Raven in the snow at Hidden Valley.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-commonraven.htm,,
DATA_ROW,TRUE,,,Common Raven,romo-CORAROMO6222015CubLakeTrail.mp3,call,"Common Raven call recorded on the Cub Lake Trail in Rocky Mountain National Park. Note that an American Robin, a Chipping Sparrow and a Song Sparrow can be heard in the background.",18,J. Job,2015-06-22,bird_CommonRaven_20170211_RachelAmes_600x438.jpg,Common Raven in the snow at Hidden Valley.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-commonraven.htm,,
DATA_ROW,TRUE,,,"Cordilleran Flycatcher",romo-COFLROMO6102015FernLakeTrail.mp3,call,Cordilleran Flycatcher call recorded on the Fern Lake Trail in Rocky Mountain National Park.,24,J. Job,2015-06-10,bird_CordilleranFlycatcher_20170712_RachelAmes_600x400_1.jpg,Cordilleran Flycatcher with insects.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-cordilleranflycatcher.htm,,
DATA_ROW,TRUE,,,"Cordilleran Flycatcher",romo-COFLROMO6222015GemLakeTrail.mp3,song,Cordilleran Flycatcher song recorded on the Gem Lake Trail in Rocky Mountain National Park. Note that a Ruby-crowned Kinglet and Red-breasted Nuthatch can also be heard in the background.,146,J. Job,2015-06-22,bird_CordilleranFlycatcher_20170712_RachelAmes_600x400_1.jpg,Cordilleran Flycatcher with insects.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-cordilleranflycatcher.htm,,
DATA_ROW,TRUE,,,"Dark-eyed Junco",romo-GHJUROMO6222015GemLakeTrail1.mp3,song,Dark-eyed Junco (Gray-headed subspecies) song recorded at Gem Lake in Rocky Mountain National Park.,30,J. Job,2015-06-22,bird_Dark-eyedJunco_20170928_RachelAmes_600x400.jpg,Dark-eyed Junco (Gray-headed subspecies) on a branch at Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-darkeyedjunco.htm,,
DATA_ROW,TRUE,,,"Dark-eyed Junco",romo-DEJUROMO5252016BlackCanyonTrail.mp3,song,"Dark-eyed Junco song recorded on the Black Canyon Trail in Rocky Mountain National Park. Note that a Mountain Chickadee, Ruby-crowned Kinglet and jet can be heard in the background.",53,J. Job,2016-05-26,bird_Dark-eyedJunco_20170928_RachelAmes_600x400.jpg,Dark-eyed Junco (Gray-headed subspecies) on a branch at Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-darkeyedjunco.htm,,
DATA_ROW,TRUE,,,"Dark-eyed Junco",romo-DEJUROMO6102015FernLakeTrail.mp3,song,Dark-eyed Junco song recorded on the Fern Lake Trail of Rocky Mountain National Park.,41,J. Job,2015-06-10,bird_Dark-eyedJunco_20170928_RachelAmes_600x400.jpg,Dark-eyed Junco (Gray-headed subspecies) on a branch at Sprague Lake.  NPS Photo / Rachel Ames,Rocky Mountain National Park,https://www.nps.gov/romo/learn/photosmultimedia/sounds-darkeyedjunco.htm,,
